name,country,city,cuisine
Le 62,France,Clermont-Ferrand,Modern Cuisine
Le Clarence,France,Paris,Creative
Petrossian,France,Paris,Seafood
Le Bistrot du Paradou,France,Paradou,Provençal
Auberge du Vert Mont,France,Boeschepe,Creative
Auberge de l'Abbaye,France,Hambye,Modern Cuisine
Rhizome,France,Compiègne,Modern Cuisine
Ô Moulin,France,Carsac-Aillac,Modern Cuisine
L'Intimiste - Auberge de Buellas,France,Buellas,Modern Cuisine
La Petite Ferme,France,Aix-en-Provence,Traditional Cuisine
La Scène,France,Paris,Modern Cuisine
L'ArtYsan,France,Quissac,Modern Cuisine
Vista,France,La Croix-Valmer,Mediterranean Cuisine
Shabour,France,Paris,Creative
La Huchette,France,Replonges,Modern Cuisine
Choko Ona,France,Espelette,Modern Cuisine
Le Garde Champêtre,France,Gyé-sur-Seine,Modern Cuisine
En Marge,France,Aureville,Modern Cuisine
Auberge Metzger,France,Natzwiller,Traditional Cuisine
Les Chants d'Avril,France,Nantes,Farm to table
Le Bouchon,France,Nantes,Modern Cuisine
La Table Lionel Giraud,France,Narbonne,Creative
L'Art de Vivre,France,Narbonne,Modern Cuisine
Culina Hortus,France,Lyon,Vegetarian
L'Essentiel,France,Saint-Jean-de-Luz,Modern Cuisine
Le Brélévenez,France,Lannion,Modern Cuisine
Origines,France,Le Broc,Creative
Sodade,France,Chaudes-Aigues,Modern Cuisine
Le Parvis,France,Saintes,Modern Cuisine
L'Auberge de la Poule d'Or,France,Puymirol,Traditional Cuisine
LAZU,France,Paris,Modern Cuisine
Chez Monsieur,France,Paris,Traditional Cuisine
Au Fil du Temps,France,Pernes-les-Fontaines,Farm to table
L'Essentiel,France,Périgueux,Modern Cuisine
L'Auberge des Glazicks,France,Plomodiern,Creative
Mahé,France,Montpellier,Modern Cuisine
Les Inséparables,France,Aix-en-Provence,Modern Cuisine
Gordon Ramsay au Trianon,France,Versailles,Creative
Le Petit Nice,France,Marseille,Seafood
Lauracée,France,Marseille,Traditional Cuisine
La Deuvalière,France,Tours,Modern Cuisine
L'Arche de Meslay,France,Parçay-Meslay,Modern Cuisine
La Réserve à la Plage,France,Ramatuelle,Mediterranean Cuisine
Soulenq,France,Montpellier,Modern Cuisine
Le Cygne,France,Gundershoffen,Modern Cuisine
Quai des Saveurs,France,Hagondange,Modern Cuisine
Villa Morelia,France,Jausiers,Traditional Cuisine
Petit Boutary,France,Paris,Modern Cuisine
Bistrot 1954,France,Plougonvelin,Modern Cuisine
Le Quai de Champagne,France,Troyes,Modern Cuisine
Bo-tannique,France,Bordeaux,Modern Cuisine
Anona,France,Paris,Modern Cuisine
Licandro - Le Bistro,France,Aix-en-Provence,Traditional Cuisine
Le Paris-Brest by Christian Le Squer,France,Rennes,Modern Cuisine
La Rissole,France,Tours,Modern Cuisine
L'Expression,France,Beaune,Modern Cuisine
Brasserie du Louvre - Bocuse,France,Paris,Traditional Cuisine
L'Épine,France,Azay-le-Rideau,Modern Cuisine
L'Hostellerie d'Acquigny,France,Acquigny,Modern Cuisine
Ébullition,France,Montpellier,Creative
Du Bruit en Cuisine,France,Montauban,Modern Cuisine
Flaveur,France,Nice,Creative
Le Petit Comptoir,France,Narbonne,Traditional Cuisine
Maison Hache,France,Eygalières,Provençal
Nomade,France,Labarde,Creative
Pinson,France,Chambéry,Modern Cuisine
La Table de l'Hôtel Sainte-Victoire,France,Vauvenargues,Creative
Casa Fuego,France,Menton,Barbecue
Le 26-28,France,Lorient,Modern Cuisine
L'Arlatan,France,Arles,Mediterranean Cuisine
L'Aromate,France,Nice,Modern Cuisine
JAN,France,Nice,Creative
Au Cheval Blanc,France,Niedersteinbach,Traditional Cuisine
L'Atlantide 1874 - Maison Guého,France,Nantes,Modern Cuisine
Les Bouteilles,France,Nantes,Traditional Cuisine
Jean-Michel Couron,France,Nevers,Modern Cuisine
Le Manoir de la Régate,France,Nantes,Modern Cuisine
L'Adress...,France,Bessines,Modern Cuisine
Auberge La Gaillotière,France,Château-Thébaud,Traditional Cuisine
L'Instinct Gourmand,France,Nantes,Traditional Cuisine
Restaurant De Lauzun,France,Pézenas,Modern Cuisine
L'Assiette au Jardin,France,Noirmoutier-en-l'Île,Traditional Cuisine
Ô Dissay,France,Dissay,Modern Cuisine
Jérôme Nutile,France,Nîmes,Modern Cuisine
Le Chantecler,France,Nice,Modern Cuisine
Ververt,France,Montsoreau,Traditional Cuisine
Âma Terra,France,Aix-en-Provence,Modern Cuisine
Auberge Grand'Maison,France,Mûr-de-Bretagne,Traditional Cuisine
Yam,France,Saint-Louis,Thai
La Golmotte,France,Le Mont-Dore,Traditional Cuisine
Le Pré Fillet,France,Les Molunes,Traditional Cuisine
Auberge du Moulinel,France,St-Josse,Traditional Cuisine
Le Saint-Martin,France,Montbéliard,Traditional Cuisine
Moulin de la Tardoire,France,Montbron,Modern Cuisine
La Réserve Rimbaud,France,Montpellier,Modern Cuisine
Auberge du Cellier,France,Montner,Modern Cuisine
Le Confidentiel,France,Menthon-Saint-Bernard,Modern Cuisine
Le Carré d'Ange,France,Montauroux,Modern Cuisine
Yushin,France,Neuilly-sur-Seine,Japanese
L'Écrin de Yohann Chapuis,France,Tournus,Creative
L'Altiplano,France,Val-d'Isère,Peruvian
Au Cœur d'Artichaut,France,Morbecque,Modern Cuisine
La Pinède,France,Ile de Porquerolles,Modern Cuisine
Le 7 Restaurant Panoramique,France,Bordeaux,Modern Cuisine
"Une Table, au Sud",France,Marseille,Modern Cuisine
La Cantinetta,France,Marseille,Italian
Saisons,France,Marseille,Modern Cuisine
Auberge de la Tour,France,Marcolès,Modern Cuisine
Jean des Sables,France,Hossegor,Modern Cuisine
L'Étier,France,Noirmoutier-en-l'Île,Seafood
Le Gentil,France,Paris,Modern Cuisine
Avarum,France,Fougères-sur-Bièvre,Modern Cuisine
Lacaille,France,Marseille,Farm to table
Mirazur,France,Menton,Creative
La Côte Bleue,France,Bouzigues,Seafood
Le 80,France,Méribel,Traditional Cuisine
Le Carmin,France,Beaune,Modern Cuisine
La Table de la Réserve,France,Beaulieu-sur-Mer,Mediterranean Cuisine
Couleurs de Shimatani,France,La Ciotat,Fusion
Le Grand Chaume,France,Chaumont-sur-Loire,Modern Cuisine
La Table d'Edgar,France,Saint-Brieuc,Modern Cuisine
SaQuaNa,France,Honfleur,Creative
AM par Alexandre Mazzia,France,Marseille,Creative
Auberge de l'Île,France,L'Ile-Bouchard,Modern Cuisine
Madame FAN,France,Paris,Chinese
83 Restaurant,France,Metz,Italian
Le Bénaton,France,Beaune,Modern Cuisine
Le Sirocco,France,Paris,Moroccan
Bistro de l'Hôtel,France,Beaune,Traditional Cuisine
Haut Bonheur de la Table,France,Cassel,Modern Cuisine
Le Pot d'Étain,France,Danjoutin,Modern Cuisine
Le Petit Restaurant,France,Ajaccio,Modern Cuisine
Piero TT,France,Paris,Italian
Wistub Brenner,France,Colmar,Alsatian
Genty Magre,France,Toulouse,Classic Cuisine
Double Dragon,France,Paris,Asian
La Ruche,France,Saint-Péray,Modern Cuisine
Tabi - Ippei Uemura,France,Marseille,Japanese Contemporary
Parapluie,France,Dijon,Modern Cuisine
Le Café des Arts,France,Beaulieu-sous-la-Roche,Modern Cuisine
Le Bélouga,France,Perros-Guirec,Modern Cuisine
Mantesino,France,Toulouse,Italian
Manat,France,Perpignan,Modern Cuisine
Auberge de la Roche,France,Valdeblore,Creative
Bohème,France,Mougins,Modern Cuisine
La Bulle d'Air,France,Moulins,Modern Cuisine
Au G'Retz des Saisons,France,La Bernerie-en-Retz,Modern Cuisine
Le Clos de la Prairie,France,Gouy-Saint-André,Modern Cuisine
Peron,France,Marseille,Seafood
Chez Fonfon,France,Marseille,Seafood
AinTimiste,France,Poncin,Modern Cuisine
Epiro,France,Nice,Italian
Auberge de l'Abbaye,France,Beaumont-en-Auge,Traditional Cuisine
Emotions,France,Plappeville,Modern Cuisine
Lazare,France,Paris,Traditional Cuisine
Le Restaurant des Rois - La Réserve de Beaulieu,France,Beaulieu-sur-Mer,Modern Cuisine
Le Relais de Saulx,France,Beaune,Modern Cuisine
L'Agastache,France,Volnay,Farm to table
Autrement,France,Beauvais,Modern Cuisine
Eclipses,France,Paris,Modern Cuisine
Le Pré de la Cure,France,Yvoire,Traditional Cuisine
Le Bout du Quai,France,Cancale,Modern Cuisine
Ekaitza,France,Ciboure,Modern Cuisine
Les Ronins,France,Praz-sur-Arly,Modern Cuisine
Vieux Pont,France,Belcastel,Modern Cuisine
Ochre,France,Rueil-Malmaison,Modern Cuisine
Le Goût du Large,France,Le Tréport,Modern Cuisine
Cucina Byblos,France,Saint-Tropez,Italian
L'Empreinte,France,Buxy,Modern Cuisine
L'Atelier,France,Issigeac,Modern Cuisine
Côté Toqués,France,Néris-les-Bains,Modern Cuisine
La Table du Chef,France,Cannes,Traditional Cuisine
Perle des Vosges,France,Muhlbach-sur-Munster,Modern Cuisine
La Table de Marie-Ange,France,Manigod,Traditional Cuisine
LiLi,France,Paris,Chinese
Capitaine,France,Paris,Farm to table
Restaurant des Grands Boulevards,France,Paris,Italian
Auberge Nicolas Flamel,France,Paris,Modern Cuisine
Rooster,France,Paris,Modern Cuisine
Tadam,France,Paris,Modern Cuisine
Auberge du Cheval Blanc,France,Bayonne,Traditional Cuisine
Marso & Co,France,Paris,Mediterranean Cuisine
Poulpette,France,Cognac,Modern Cuisine
Kodawari Ramen - Yokochō,France,Paris,Japanese
Rhapsody,France,Asnières-sur-Seine,Modern Cuisine
Les Trois Forts,France,Marseille,Modern Cuisine
L'inaTTendu,France,Reyrieux,Modern Cuisine
Le Comptoir de la Mère Germaine,France,Châteauneuf-du-Pape,Traditional Cuisine
L'Escargot,France,Saumur,Traditional Cuisine
Le Bon Temps,France,Sénas,Farm to table
Dan B.,France,Ventabren,Modern Cuisine
Frédéric Molina au Moulin de Léré,France,Vailly,Modern Cuisine
Côté Bastide,France,Sainte-Foy-la-Grande,Modern Cuisine
L'Ouillette,France,Santenay,Modern Cuisine
Les Épicuriens,France,Sainte-Preuve,Modern Cuisine
Le Terroir,France,Santenay,Traditional Cuisine
Le Panoramique,France,La Pernelle,Traditional Cuisine
Auberge du Pont,France,Pont-du-Château,Modern Cuisine
La Maison de Kerdiès,France,Plougasnou,Traditional Cuisine
Racines des Prés,France,Paris,Modern Cuisine
Les Botanistes,France,Paris,Traditional Cuisine
Sinabro,France,Lyon,Korean
Trente-Trois,France,Paris,Modern Cuisine
La Chatellenie,France,Availles-Limouzine,Traditional Cuisine
Atelier Salone,France,Salon-de-Provence,Modern Cuisine
Le Castellane - Château Le Prieuré,France,Chênehutte-Trèves-Cunault,Modern Cuisine
Le Florimond,France,Paris,Traditional Cuisine
Divellec,France,Paris,Seafood
La Roche Le Roy,France,Tours,Modern Cuisine
Le Bougainvillier,France,Saint-Raphaël,Modern Cuisine
Folie Cuisine d'Émotions,France,Chambéry,Modern Cuisine
Belvédère,France,Fontvieille,Mediterranean Cuisine
L'Écluse,France,Amboise,Modern Cuisine
Fleur de Sel,France,Saint-Georges-sur-Cher,Modern Cuisine
Bird,France,Yerres,Farm to table
Les Planeurs,France,Toulouse,Farm to table
Auberge du Forgeron,France,Seclin,Modern Cuisine
Au Bon Pichet,France,Sélestat,Traditional Cuisine
Villa de l'Étang Blanc,France,Seignosse,Modern Cuisine
Les 7,France,Tulle,Modern Cuisine
La Table d'Uzès,France,Uzès,Modern Cuisine
Le Vivarais,France,Vals-les-Bains,Modern Cuisine
Le Relais des Maures,France,Rayol-Canadel-sur-Mer,Traditional Cuisine
La Pomme d'Or,France,Sancerre,Modern Cuisine
La Table du Pouyaud,France,Champcevinel,Modern Cuisine
Avel Vor,France,Port-Louis,Modern Cuisine
Arraditz,France,Lescar,Modern Cuisine
L'Amphitryon,France,Castillon-du-Gard,Modern Cuisine
Le Vivier,France,Ploemeur,Seafood
Miraflores,France,Lyon,Peruvian
Les Petits Parisiens,France,Paris,Traditional Cuisine
20 Eiffel,France,Paris,Traditional Cuisine
Akrame,France,Paris,Creative
L'Ami Jean,France,Paris,Traditional Cuisine
Claire et Hugo,France,Troyes,Farm to table
Chez Davia,France,Nice,Regional Cuisine
Le Bouche à Oreille,France,Le Havre,Modern Cuisine
Auberge de Port Vallières,France,Fondettes,Traditional Cuisine
Le Mas des Aigras - Table du Verger,France,Orange,Provençal
La Chapelle - Château Saint-Jean,France,Montluçon,Modern Cuisine
Manger & Dormir sur la Plage,France,Marennes,Seafood
À l’Épi d’Or,France,Paris,Traditional Cuisine
Iodé,France,Vannes,Creative
L'Altévic,France,Hattstatt,Modern Cuisine
Le Jardin,France,Haguenau,Modern Cuisine
C'la Vie,France,Orsan,Modern Cuisine
Arcada,France,Bordeaux,Modern Cuisine
L'Oiseau Blanc,France,Paris,Creative
Les Bords de Mer,France,Marseille,Modern Cuisine
Cédrat,France,Marseille,Mediterranean Cuisine
Epona,France,Lyon,Modern Cuisine
La Réserve de Nice,France,Nice,Modern Cuisine
Relais du Castéra,France,Nestier,Traditional Cuisine
Bar des Oiseaux,France,Nice,Traditional Cuisine
Le Bengy,France,Varennes-Vauzelles,Traditional Cuisine
Erasmo,France,Carhaix-Plouguer,Modern Cuisine
Le 27 Gambetta,France,Nancy,Modern Cuisine
Allium,France,Quimper,Creative
Pleine Terre,France,Paris,Modern Cuisine
Ducasse sur Seine,France,Paris,Modern Cuisine
Le Botaniste - La Chenevière,France,Port-en-Bessin,Modern Cuisine
Téjérina - Hôtel de la Place,France,Polliat,Traditional Cuisine
Le Divil,France,Perpignan,Meats and Grills
La Table de La Butte,France,Plouider,Modern Cuisine
Le Café des Artistes,France,Ville-d'Avray,Modern Cuisine
Le Garriane,France,Perpignan,Modern Cuisine
L'Inconnu,France,Paris,Italian
L'Arbre au Soleil,France,Le Lavandou,Modern Cuisine
Bistrot Louise,France,L'Albenc,Modern Cuisine
Tomy & Co,France,Paris,Modern Cuisine
Kisin,France,Paris,Japanese
Les Sources de Fontbelle,France,Angoulême,Creative
Arnaud Nicolas,France,Paris,Modern Cuisine
Brasserie Lutetia,France,Paris,Seafood
L'Atelier d'Olivier Arlot,France,Saint-Cyr-sur-Loire,Modern Cuisine
Le Clos de la Fontaine,France,Guingamp,Traditional Cuisine
L'Épicurieux,France,Illies,Modern Cuisine
Bistro Gaby,France,Château-Arnoux-Saint-Auban,Provençal
Jardin Tropezina,France,Ramatuelle,Mediterranean Cuisine
La Cheneaudière - Le Chêne,France,Colroy-la-Roche,Modern Cuisine
Duende,France,Nîmes,Modern Cuisine
Solstice,France,Paris,Modern Cuisine
Le Relais du Castelet,France,Fontvieille,Provençal
Signature,France,Marseille,Modern Cuisine
Les Hortensias du Lac,France,Hossegor,Modern Cuisine
Emporium,France,Lecci,Modern Cuisine
La Table de Romain,France,Renescure,Traditional Cuisine
Cassis,France,Mâcon,Modern Cuisine
Restaurant Le Meurice Alain Ducasse,France,Paris,Creative
Agastache,France,Lyon,Creative
La Rotonde,France,Nice,Mediterranean Cuisine
L'alouette,France,Toulouse,Farm to table
Sources,France,Nantes,Modern Cuisine
Les Trois Bourgeons,France,Chablis,Modern Cuisine
Brasserie Chavant,France,Voiron,Traditional Cuisine
Rozó,France,Marcq-en-Barœul,Modern Cuisine
Simple et Meilleur,France,Saint-Martin-de-Belleville,Savoyard
Bec,France,Paradou,Modern Cuisine
Auberge de Crussol,France,Saint-Péray,Grills
Peixes Opéra,France,Nice,Seafood
Le Séjour Café,France,Nice,Modern Cuisine
Le Laurier Fleuri,France,Vertou,Modern Cuisine
Skab,France,Nîmes,Modern Cuisine
Hedone,France,Toulouse,Creative
Le Royal,France,Champillon,Creative
Aux Terrasses,France,Tournus,Modern Cuisine
Ar Men Du,France,Névez,Modern Cuisine
Vincent Croizard,France,Nîmes,Creative
Auberge de la Roussille,France,Niort,Modern Cuisine
La Ferme de Victorine,France,Notre-Dame-de-Bellecombe,Regional Cuisine
Sellae,France,Paris,Modern Cuisine
L'Auberge des Gourmets,France,Le Villars,Modern Cuisine
La Bastide de Moustiers,France,Moustiers-Sainte-Marie,Provençal
La Robe,France,Montaigu,Modern Cuisine
Relais Chantovent,France,Minerve,Traditional Cuisine
Villa Mirasol - Bistrot 1912,France,Mont-de-Marsan,Seasonal Cuisine
Les Clefs d'Argent,France,Mont-de-Marsan,Creative
La Grenouillère,France,La Madelaine-sous-Montreuil,Creative
Disini,France,Castries,Modern Cuisine
Domaine du Colombier,France,Malataverne,Creative
L'Artichaut,France,Montpellier,Modern Cuisine
Marcelle - Domaine de Verchant,France,Castelnau-le-Lez,Modern Cuisine
Pastis Restaurant,France,Montpellier,Modern Cuisine
Au Bon Accueil,France,Attin,Traditional Cuisine
Inspyration,France,Brive-la-Gaillarde,Modern Cuisine
Omar Dhiab,France,Paris,Modern Cuisine
Magma,France,Caen,Modern Cuisine
Arborescence,France,Croix,Creative
Au Koning Van Peene,France,Zuytpeene,Modern Cuisine
Dyades au Domaine des Etangs,France,Massignac,Modern Cuisine
Maison Kieny,France,Riedisheim,Modern Cuisine
Ambroisie,France,Saint-Didier-de-la-Tour,Modern Cuisine
Michel - Brasserie des Catalans,France,Marseille,Seafood
La Rochette,France,Labaroche,Modern Cuisine
Aroma,France,Les Herbiers,Modern Cuisine
Les Mets d'Adélaïde,France,Castres,Modern Cuisine
Élise,France,L'Herbaudière,Seafood
TO,France,Paris,Modern Cuisine
Fezi,France,Rennes,Modern Cuisine
Le 4,France,Mulhouse,Modern Cuisine
Le Moulin Babet,France,Mézy-Moulins,Traditional Cuisine
La Lanterne,France,Metz,Modern Cuisine
Alleudium,France,Paris,Modern Cuisine
Au Vieux Pressoir,France,Mesnil-Saint-Père,Traditional Cuisine
Le Parc,France,Besançon,Modern Cuisine
L'Entre-Roches,France,Ville-du-Pont,Modern Cuisine
Les Grands Arbres - Verte Vallée,France,Munster,Modern Cuisine
La Beaugravière,France,Mondragon,Traditional Cuisine
Le Clos des Oliviers,France,Saint-Gély-du-Fesc,Modern Cuisine
Le Délice des Papilles,France,Bruniquel,Traditional Cuisine
Le Cèpe,France,Méribel,Traditional Cuisine
Gusto Caffe,France,Martigues,Italian
L'Éden,France,Houlgate,Modern Cuisine
La Luciole,France,Luc-sur-Orbieu,Traditional Cuisine
Chai nous comme Chai vous,France,La Flotte,Traditional Cuisine
Le 703,France,Paris,Traditional Cuisine
Ardent,France,Esvres-sur-Indre,Modern Cuisine
L'Ekrin by Laurent Azoulay,France,Méribel,Modern Cuisine
Nolinski,France,Paris,Traditional Cuisine
Les Trois Rochers,France,Combrit,Modern Cuisine
Bistrot du Bac,France,Combrit,Seafood
Osmossi - Maison Mavrommatis,France,Paris,Greek
Le Charlemagne,France,Pernand-Vergelesses,Creative
Le Moulin Fouret,France,Bernay,Modern Cuisine
Ermitage de Corton,France,Chorey-lès-Beaune,Modern Cuisine
Coretta,France,Paris,Modern Cuisine
Le Bistrot du Bord de l'Eau,France,Levernois,Traditional Cuisine
Le Pavillon des Boulevards,France,Bordeaux,Modern Cuisine
La Causerie,France,Paris,Modern Cuisine
Pouliche,France,Paris,Modern Cuisine
Le Saint-Sébastien,France,Paris,Modern Cuisine
La Yole de Chris,France,La Rochelle,Seafood
Colibri,France,Dinan,Modern Cuisine
Fleur de Neige,France,Châtel,Traditional Cuisine
Brasserie Brunet,France,Annecy,Traditional Cuisine
Le Art,France,Aix-en-Provence,Modern Cuisine
Préambule,France,Isneauville,Modern Cuisine
La Nouvelle Auberge,France,Wihr-au-Val,Modern Cuisine
A Mandria di Pigna,France,Pigna,Corsican
Ore,France,Versailles,Modern Cuisine
Cap de Castel,France,Puylaurens,Modern Cuisine
Le Millénaire,France,Reims,Modern Cuisine
Auberge Saint-Walfrid,France,Sarreguemines,Classic Cuisine
Le Foch,France,Reims,Modern Cuisine
Bellavista,France,Prats-de-Mollo-la-Preste,Modern Cuisine
Lalique,France,Bommes,Modern Cuisine
Le Bœuf en Écailles,France,Magné,Traditional Cuisine
Pic,France,Valence,Creative
Le Chardonnay,France,Clermont-Ferrand,Modern Cuisine
La Table de l'Ours,France,Val-d'Isère,Modern Cuisine
Ar Iniz,France,Saint-Malo,Modern Cuisine
L'Hippocampe,France,Vichy,Seafood
La Maison de Pierre,France,Hasparren,Modern Cuisine
L'Évidence,France,Montbazon,Creative
Bistrot DuPont,France,Pont-Sainte-Marie,Traditional Cuisine
La Maison Tourangelle,France,Savonnières,Modern Cuisine
Les Closeaux,France,Vallières-les-Grandes,Modern Cuisine
Les Explorateurs - Hôtel Pashmina,France,Val-Thorens,Modern Cuisine
La Côte d'Or,France,Saulieu,Modern Cuisine
Le M - Château de Massillan,France,Uchaux,Modern Cuisine
"Campagne, Vignes et Gourmandises",France,Sainte-Cécile-les-Vignes,Provençal
Racine,France,Reims,Creative
Le Montrachet,France,Puligny-Montrachet,Modern Cuisine
Michel Trama,France,Puymirol,Creative
Le 11 Bistrot Gourmand,France,Pontchâteau,Traditional Cuisine
Bistrot de Port-Lesney,France,Port-Lesney,Traditional Cuisine
Le Comptoir de La Butte,France,Plouider,Traditional Cuisine
Òliba,France,Molitg-les-Bains,Modern Cuisine
Sépia,France,Marseille,Modern Cuisine
La Superb,France,Beaune,Traditional Cuisine
MAJU,France,La Turballe,Modern Cuisine
Auberge Sundgovienne,France,Carspach,Modern Cuisine
Maison,France,Paris,Modern Cuisine
Korus,France,Paris,Modern Cuisine
Petit Gris,France,Paris,Modern Cuisine
La Table des Bauges,France,La Biolle,Farm to table
Café Louise,France,Périgueux,Italian
La Table d'Armante,France,Saint-Gervais-les-Bains,Modern Cuisine
Caves Pétrissans,France,Paris,Traditional Cuisine
Pierre Gagnaire,France,Paris,Creative
Le Cochon qui Boit,France,Lyon,Modern Cuisine
La Magdeleine - Mathias Dandine,France,Gémenos,Mediterranean Cuisine
Villa Salone,France,Salon-de-Provence,Modern Cuisine
Brigade du Tigre,France,Paris,Asian
Scratch Restaurant,France,Bourg-en-Bresse,Modern Cuisine
Le Temps Suspendu - Château de Fonscolombe,France,Le Puy-Sainte-Réparade,Modern Cuisine
Aida,France,Paris,Japanese
Thierry Schwartz - Le Restaurant,France,Obernai,Creative
Flocons de Sel,France,Megève,Modern Cuisine
Colette,France,Saint-Tropez,Modern Cuisine
MoSuke,France,Paris,Modern Cuisine
Canaima,France,Lyon,Latin American
L'Étape Louis 13,France,Beaumesnil,Traditional Cuisine
Ishikawa,France,Bordeaux,Japanese
Okuda,France,Paris,Japanese
Les Coqs,France,Milly-la-Forêt,Modern Cuisine
Le Grand Saint-Michel,France,Chambord,Modern Cuisine
L'Arazur,France,Antibes,Modern Cuisine
Le Julianon,France,Senlis,Creative
Auberge des Ris,France,Vallon-en-Sully,Traditional Cuisine
Le Musigny,France,Valenciennes,Modern Cuisine
Maison Caillet,France,Valmont,Creative
Restaurant des Voisins,France,Salies-de-Béarn,Modern Cuisine
Restaurant Dimofski,France,Wœlfling-lès-Sarreguemines,Modern Cuisine
Villa Marinette,France,Gazeran,Modern Cuisine
Saveurs de l'Abbaye,France,Saintes,Modern Cuisine
La Ferme de l'Odet,France,Quimper,Modern Cuisine
Ti-Coz,France,Quimper,Traditional Cuisine
Le Morvan,France,Quarré-les-Tombes,Modern Cuisine
Brach,France,Paris,Mediterranean Cuisine
Les Clos de Paulilles,France,Port-Vendres,Regional Cuisine
Les Archives,France,Poitiers,Modern Cuisine
Alléno Paris au Pavillon Ledoyen,France,Paris,Creative
Kalamansi,France,Coutances,Modern Cuisine
La Racine et la Moelle,France,Figeac,Modern Cuisine
Bistrot Saint-Jean,France,Montluçon,Modern Cuisine
L'Éveil des Sens,France,Mayenne,Modern Cuisine
Les Hauts de Loire,France,Onzain,Classic Cuisine
Maison Aribert,France,Uriage-les-Bains,Creative
La Table,France,Tourtour,Modern Cuisine
Racines by Daniel Gallacher,France,Bordeaux,Creative
Sancerre Rive Gauche,France,Paris,Modern Cuisine
Fidelis,France,Saint-Malo,Modern Cuisine
Insitio,France,Vaugines,Modern Cuisine
Les Hospitaliers,France,Le Poët-Laval,Modern Cuisine
Maynats,France,Pau,Creative
Volver.,France,Serviers-et-Labaume,Modern Cuisine
L'Envol,France,Cavaillon,Farm to table
Baie,France,Saint-Valery-sur-Somme,Modern Cuisine
Spica,France,Dijon,Modern Cuisine
La Table du Fleuve,France,Bourg-Charente,Farm to table
Le Pincemin,France,Versailles,Modern Cuisine
8 Clos,France,Beaune,Traditional Cuisine
Sens,France,Angers,Creative
Le Malu,France,Vendôme,Modern Cuisine
"Le Chicoula, bistrot d'Art",France,Bordeaux,Modern Cuisine
La Maison Rouge,France,Colmar,Traditional Cuisine
Cozna,France,Annecy,Modern Cuisine
Le Bistr'AU - Le Mas de Boudan,France,Nîmes,Modern Cuisine
Aux Plaisirs des Halles,France,Nîmes,Traditional Cuisine
"Song, Saveurs & Sens",France,Nantes,Asian Contemporary
Brioude,France,Neyrac-les-Bains,Modern Cuisine
Mathieu Kergourlay - Château de Boisgelin,France,Pléhédel,Modern Cuisine
Gram's,France,Toulouse,Modern Cuisine
L'Auberge du Château,France,Muret-le-Château,Modern Cuisine
La Signoria,France,Calvi,Modern Cuisine
Clovis,France,Tourrettes-sur-Loup,Modern Cuisine
Le Relais d'Ozenay,France,Ozenay,Modern Cuisine
Lamaccotte,France,Nantes,Modern Cuisine
Transparence - La Table de Patrick Fréchin,France,Nancy,Modern Cuisine
L'Aspérule,France,Dijon,Modern Cuisine
La Table du Relais du Bois Saint-Georges,France,Saintes,Modern Cuisine
Les Jardins de Kerstéphanie,France,Sarzeau,Modern Cuisine
Maison Chenet - Entre Vigne et Garrigue,France,Pujaut,Modern Cuisine
La Cigale Égarée,France,Quimperlé,Farm to table
Côté Mas,France,Montagnac,Modern Cuisine
Le Vieux Castillon,France,Castillon-du-Gard,Modern Cuisine
L'Esberit,France,Bizanos,Modern Cuisine
La Promenade,France,Le Petit-Pressigny,Modern Cuisine
L'Entre Pots,France,Pézenas,Modern Cuisine
La Passerelle,France,Perpignan,Modern Cuisine
La Coursive des Alpes,France,Méribel,Modern Cuisine
La Loge Bertin,France,Manosque,Modern Cuisine
Le Faham by Kelly Rangama,France,Paris,Modern Cuisine
La Safranière,France,Mende,Traditional Cuisine
Le Pré du Moulin,France,Sérignan-du-Comtat,Traditional Cuisine
La Table de l'Alpaga,France,Megève,Modern Cuisine
La Fourchette des Ducs,France,Obernai,Modern Cuisine
Au Bon Accueil,France,Paris,Modern Cuisine
Nancy Bourguignon,France,Paradou,Traditional Cuisine
Aux Ateliers,France,Maussane-les-Alpilles,Traditional Cuisine
Jean-Luc Tartarin,France,Le Havre,Creative
Voyages des Sens,France,Val-Revermont,Modern Cuisine
Flocon,France,Paris,Farm to table
Burgundy by Matthieu,France,Lyon,Modern Cuisine
Ô Gayot,France,Bagnoles-de-l'Orne,Traditional Cuisine
La Ferme du Chozal,France,Hauteluce,Modern Cuisine
Café A,France,Uriage-les-Bains,Modern Cuisine
Lai'Tcha,France,Paris,Asian
Pica Pica,France,Béziers,Mediterranean Cuisine
Empreinte,France,Vannes,Farm to table
Pavyllon,France,Paris,Modern Cuisine
SouKa,France,Aniane,Modern Cuisine
Les Arpents,France,Amboise,Modern Cuisine
Holen,France,Rennes,Creative
Le Restaurant du Cerisier,France,Lille,Creative
Chapeau de Paille - Bistrot Provençal,France,Saint-Rémy-de-Provence,Provençal
L'Atelier Locavore,France,Le Coteau,Modern Cuisine
Reflet d'Obione,France,Montpellier,Modern Cuisine
Mova,France,Paris,Traditional Cuisine
Le Bastion,France,Lagrasse,Modern Cuisine
Le 428,France,Savigny-lès-Beaune,Modern Cuisine
Restaurant Bohrer,France,Rouffach,Modern Cuisine
Mont Blanc Restaurant & Goûter,France,Hauteluce,Modern Cuisine
