name,country,city,cuisine
Restaurant de l'Écluse 16,France,Altwiller,Modern Cuisine
L'Épicerie,France,La Borne,Modern Cuisine
L'Écrin,France,Ajaccio,Modern Cuisine
Les Dilettants,France,Vallauris,Modern Cuisine
Le Grand Réfectoire,France,Lyon,Modern Cuisine
L'Abélia,France,Nantes,Modern Cuisine
L'Océanide,France,Nantes,Seafood
LuluRouget,France,Nantes,Modern Cuisine
Comptoir du Marché,France,Nice,Traditional Cuisine
L'A Cheda,France,Bonifacio,Modern Cuisine
Faventia,France,Tourrettes,Modern Cuisine
Relais du Teulet,France,Goulles,Traditional Cuisine
Michel Kayser - Restaurant Alexandre,France,Garons,Modern Cuisine
Villa Mon Rêve,France,Basse-Goulaine,Traditional Cuisine
Auberge du Vieux Gachet,France,Carquefou,Modern Cuisine
Olive & Artichaut,France,Nice,Regional Cuisine
Le François II,France,Couëron,Traditional Cuisine
Le Cercle,France,Nœux-les-Mines,Modern Cuisine
Bonnotte,France,Boulogne-Billancourt,Modern Cuisine
Ar Maen Hir,France,Locronan,Modern Cuisine
La Maison dans le Parc,France,Nancy,Modern Cuisine
La Toq',France,Nancy,Classic Cuisine
Le Capu,France,Nancy,Modern Cuisine
Ourea,France,Marseille,Modern Cuisine
Chabrol,France,Nice,Modern Cuisine
Äponem - Auberge du Presbytère,France,Vailhan,Modern Cuisine
Terminal #1,France,Montpellier,Modern Cuisine
Domaine de la Tortinière,France,Montbazon,Modern Cuisine
La Gloire,France,Montargis,Traditional Cuisine
Leclère,France,Montpellier,Modern Cuisine
Le Montaigu - Domaine de la Bretesche,France,Missillac,Modern Cuisine
La Table du Château,France,Montreuil,Creative
L'Auberge du Pont des Pierres,France,Montanges,Modern Cuisine
Jérôme Brochot,France,Montceau-les-Mines,Modern Cuisine
Émile Job,France,Montmerle-sur-Saône,Classic Cuisine
Anecdote,France,Montreuil,Traditional Cuisine
Le Petit Jardin,France,Montpellier,Modern Cuisine
Le Lucullus,France,Montmorillon,Modern Cuisine
Les Fresques - Château des Vigiers,France,Monestier,Modern Cuisine
La Quincaillerie,France,Montendre,Traditional Cuisine
La Baratte,France,Tourcoing,Traditional Cuisine
Annette,France,La Rochelle,Modern Cuisine
Le Relais Plaza,France,Paris,Classic Cuisine
Aux Trois Rois,France,Moosch,Traditional Cuisine
Le 7ème Continent,France,Rixheim,Modern Cuisine
Le Jarrousset,France,Murat,Modern Cuisine
Le Jardin Les Crayères,France,Reims,Traditional Cuisine
Le Petit Banc,France,Noirmoutier-en-l'Île,Traditional Cuisine
Maison Castet,France,Martres-Tolosane,Creative
La Colombe,France,Hyères,Traditional Cuisine
Au Fil des Saisons,France,Luçon,Traditional Cuisine
L'Endroit,France,Honfleur,Modern Cuisine
Le Vallon de Chérisy,France,Cherisy,Traditional Cuisine
Le Petit Mézériat,France,Mézériat,Modern Cuisine
Le Cerisier,France,Tournon-sur-Rhône,Modern Cuisine
Le Clos Perché,France,Montarcher,Creative
Le Jardin de Bellevue,France,Metz,Modern Cuisine
La Place de Mougins,France,Mougins,Creative
Restaurant Anne & Matthieu Omont - Hôtel de France,France,Montmarault,Modern Cuisine
Amour Blanc,France,Blois,Modern Cuisine
Au Cheval Blanc,France,Hochstatt,Modern Cuisine
La Galinette,France,Perpignan,Creative
Le Cammissar,France,Ribeauvillé,Modern Cuisine
Le Bistrot de Guillaume,France,Moulins,Modern Cuisine
La Capitelle,France,Mirmande,Traditional Cuisine
La Colline du Colombier,France,Iguerande,Modern Cuisine
Boat aux Saveurs,France,Marmande,Modern Cuisine
Le Cerf,France,Marlenheim,Modern Cuisine
La Fleur de Sel,France,Honfleur,Modern Cuisine
La Chaize Gourmande,France,La Chaize-Giraud,Farm to table
Huître Brûlée,France,Honfleur,Modern Cuisine
Le Palace de Menthon,France,Menthon-Saint-Bernard,Modern Cuisine
Maison Cluny,France,Paris,Traditional Cuisine
Racine,France,Lectoure,Modern Cuisine
Le Binôme,France,Annecy,Modern Cuisine
Symbiose,France,Bordeaux,Modern Cuisine
PY Restaurant,France,Lyon,Modern Cuisine
Sébastopol,France,Lille,Modern Cuisine
Hercule Poireau,France,Périgueux,Modern Cuisine
Le Saint-Martial,France,Saint-Martial-de-Nabirat,Modern Cuisine
Maison Soubeiran,France,Lunel,Modern Cuisine
Le Muratore,France,Évian-les-Bains,Traditional Cuisine
À Table ! Chez Éric Léautey,France,Thoiry,Modern Cuisine
Au Crocodile,France,Strasbourg,Modern Cuisine
Le Cénacle,France,Toulouse,Modern Cuisine
1741,France,Strasbourg,Modern Cuisine
La Sommelière,France,Lyon,Modern Cuisine
L'Aparté,France,Montrabé,Modern Cuisine
Le Séran - Château d'Audrieu,France,Audrieu,Modern Cuisine
Aux Poulbots Gourmets,France,Thionville,Classic Cuisine
Mas de Dardagna,France,Toulouse,Traditional Cuisine
L'Instant...,France,Montrabé,Modern Cuisine
La Table d'Auzeville,France,Auzeville-Tolosane,Traditional Cuisine
Épisodes,France,Paris,Creative
La Table de Monrecour,France,Saint-Vincent-de-Cosse,Modern Cuisine
Le Cap,France,Saint-Jean-Cap-Ferrat,Creative
Sola,France,Paris,Modern Cuisine
Auberge de Groisy,France,Groisy,Traditional Cuisine
La Brucelière,France,Issigeac,Modern Cuisine
La Table des Merville,France,Castanet-Tolosan,Modern Cuisine
Au Pois Gourmand,France,Toulouse,Modern Cuisine
Mimosa,France,Bormes-les-Mimosas,Provençal
Ischia - Cyril Lignac,France,Paris,Italian
Auberge au Bœuf,France,Sessenheim,Modern Cuisine
Louis,France,Paris,Modern Cuisine
La Coquerie,France,Sète,Modern Cuisine
Le Quai,France,Tain-l'Hermitage,Traditional Cuisine
La Bourse et la Vie,France,Paris,Traditional Cuisine
Quinsou,France,Paris,Creative
Pertinence,France,Paris,Modern Cuisine
Auguste,France,Paris,Modern Cuisine
Frenchie,France,Paris,Modern Cuisine
Shu,France,Paris,Japanese
Les Tamaris - Chez Raymond,France,Le Lavandou,Seafood
Aux Prés,France,Paris,Modern Cuisine
L'Ambroisie,France,Paris,Classic Cuisine
Le 39V,France,Paris,Modern Cuisine
Benoit,France,Paris,Classic Cuisine
Mavrommatis,France,Paris,Greek
SOlange,France,Lille,Modern Cuisine
Philippe Redon,France,Limoges,Modern Cuisine
Nodaïwa,France,Paris,Japanese
Mori Venice Bar,France,Paris,Italian
Yam'Tcha,France,Paris,Creative
La Dame de Pic,France,Paris,Creative
L'Anthocyane,France,Lannion,Modern Cuisine
Winstub du Chambard,France,Kaysersberg,Alsatian
Roche Belle,France,La Ciotat,Provençal
Py-r,France,Toulouse,Creative
Émile,France,Toulouse,Country cooking
Auberge de Grilly,France,Grilly,Modern Cuisine
Aromatic,France,Lyon,Modern Cuisine
Le Terminus,France,Tournus,Modern Cuisine
Dessance,France,Paris,Modern Cuisine
Le Jean Moulin,France,Lyon,Modern Cuisine
Lavandin - Château Les Oliviers de Salettes,France,Charols,Modern Cuisine
En Pleine Nature,France,Quint-Fonsegrives,Modern Cuisine
Le Panoramic,France,Tignes,Traditional Cuisine
Les Enfants Rouges,France,Paris,Farm to table
Le Pantruche,France,Paris,Modern Cuisine
Amarante,France,Paris,Traditional Cuisine
Towa,France,Paris,Modern Cuisine
Montée,France,Paris,Modern Cuisine
Abri Soba,France,Paris,Japanese
Le Bistro du Clos,France,Le Rouret,Traditional Cuisine
Winstub À Côté,France,Sierentz,Regional Cuisine
Bistrotters,France,Paris,Modern Cuisine
Au Fil des Saisons,France,Étupes,Modern Cuisine
Auberge des Ruines,France,Jumièges,Modern Cuisine
Marsan par Hélène Darroze,France,Paris,Modern Cuisine
L'Arpège,France,Tarbes,Creative
Alliance,France,Paris,Modern Cuisine
L'Agrume,France,Paris,Modern Cuisine
Liza,France,Paris,Lebanese
Auberge Saint-Laurent,France,Sierentz,Modern Cuisine
Auberge du Paradis,France,Saint-Amour-Bellevue,Creative
L'Initial,France,Paris,Modern Cuisine
Le Jules Verne,France,Paris,Modern Cuisine
L'Atelier de Joël Robuchon - Étoile,France,Paris,Creative
Le Mazenay,France,Paris,Farm to table
ERH,France,Paris,Modern Cuisine
"114, Faubourg",France,Paris,Modern Cuisine
L'Écrin,France,Paris,Creative
"Anicia, table nature",France,Paris,Modern Cuisine
Pho Tai,France,Paris,Vietnamese
Étude,France,Paris,Creative
La Laiterie,France,Lille,Modern Cuisine
GrandCœur,France,Paris,Modern Cuisine
Les Canailles Pigalle,France,Paris,Traditional Cuisine
24 - Le Restaurant,France,Paris,Modern Cuisine
Au Pont Corbeau,France,Strasbourg,Alsatian
Méson Chalut,France,Saint-Malo,Seafood
Atelier Maître Albert,France,Paris,Traditional Cuisine
Tour d'Argent,France,Paris,Modern Cuisine
Kitchen Ter(re),France,Paris,Modern Cuisine
Elmer,France,Paris,Modern Cuisine
Impérial Choisy,France,Paris,Chinese
À La Biche au Bois,France,Paris,Traditional Cuisine
David Toutain,France,Paris,Creative
La Ribaudière,France,Bourg-Charente,Modern Cuisine
Mamagoto,France,Paris,Modern Cuisine
Semilla,France,Paris,Modern Cuisine
L'Antre Amis,France,Paris,Modern Cuisine
L'Araignée Gourmande,France,Laragne-Montéglin,Traditional Cuisine
Caffè Stern,France,Paris,Italian
L'Atelier Bistrot,France,Langoëlan,Farm to table
Winstub Arnold,France,Itterswiller,Alsatian
La Table de Chaintré,France,Chaintré,Modern Cuisine
Les Flots,France,Châtelaillon-Plage,Modern Cuisine
Les Terrasses de Clairefontaine,France,Clairefontaine-en-Yvelines,Modern Cuisine
Le Pierre Scize,France,Châtillon-sur-Chalaronne,Traditional Cuisine
Zorn - La Petite Auberge,France,Laon,Modern Cuisine
Les Gourmands Disent,France,Chalon-sur-Saône,Modern Cuisine
Hostellerie de l'Abbaye de la Celle,France,La Celle,Provençal
La Table de Xavier Mathieu,France,Joucas,Mediterranean Cuisine
Auberge du Prunelli,France,Bastelicaccia,Country cooking
Le Puits Saint Jacques,France,Pujaudran,Modern Cuisine
La Garenne,France,Dracy-le-Fort,Modern Cuisine
Le Quai 21,France,Colmar,Modern Cuisine
Auberge du Pont de Rethondes,France,Rethondes,Modern Cuisine
L'Atelier du Peintre,France,Colmar,Creative
Au Petit Relais,France,Coligny,Traditional Cuisine
Auberge de l'Ill,France,Illhaeusern,Classic Cuisine
La Corniche,France,San-Martino-di-Lota,Corsican
Les Oliviers,France,Bandol,Modern Cuisine
Le Carré d'Alethius,France,Charmes-sur-Rhône,Modern Cuisine
Le Carré des Saveurs,France,Barjac,Traditional Cuisine
Apicius,France,Clermont-Ferrand,Modern Cuisine
Kapara,France,Paris,Mediterranean Cuisine
Chez Michèle,France,Languimberg,Modern Cuisine
Les Alisiers,France,Lapoutroie,Modern Cuisine
Côté Vigne,France,Kientzheim,Modern Cuisine
La Table d'Olivier Nasti,France,Kaysersberg,Creative
Le Vivier,France,L'Isle-sur-la-Sorgue,Modern Cuisine
La Vieille Fontaine - Le Club de Cavalière & Spa,France,Cavalière,Modern Cuisine
JY'S,France,Colmar,Creative
Auberge de la Vieille Ferme,France,Le Meux,Modern Cuisine
Auberge de la Forge,France,Lavalette,Modern Cuisine
Bistro Saint-Jean,France,Bar-le-Duc,Modern Cuisine
Le Pirate,France,Erbalunga,Modern Cuisine
Château Blanchard,France,Chazelles-sur-Lyon,Modern Cuisine
L'Alcôve,France,Bayeux,Modern Cuisine
Auberge de la Baraque,France,Orcines,Modern Cuisine
Frédéric Doucet,France,Charolles,Modern Cuisine
L'Espérance,France,Bandol,Modern Cuisine
Le Duguesclin,France,Clermont-Ferrand,Modern Cuisine
Hostellerie d'Héloïse,France,Cluny,Traditional Cuisine
Le Millésime,France,Chambolle-Musigny,Modern Cuisine
Restaurant Girardin,France,Colmar,Creative
Le Relais du Çatey,France,L'Isle-d'Abeau,Classic Cuisine
Art'zain,France,Irissarry,Farm to table
Michel Béjeannin - Auberge de Chavannes,France,Courlans,Traditional Cuisine
Auberge du Cheval Blanc,France,Lembach,Modern Cuisine
L'Océanic,France,Chinon,Seafood
Le Matafan,France,Chamonix-Mont-Blanc,Modern Cuisine
La Botte d'Asperges,France,Contres,Modern Cuisine
La Taverne Alsacienne,France,Ingersheim,Modern Cuisine
L'Instantané,France,Clermont-Ferrand,Modern Cuisine
Serge Vieira,France,Chaudes-Aigues,Creative
L'Auberge Bressane,France,Bourg-en-Bresse,Classic Cuisine
Les Cordois Autrement,France,Avallon,Traditional Cuisine
Le Fanal,France,Banyuls-sur-Mer,Modern Cuisine
Le Bistrot du Quai,France,Charolles,Burgundian
Auberge Pom'Poire,France,Azay-le-Rideau,Modern Cuisine
Auberge du Bon Laboureur,France,Chenonceaux,Modern Cuisine
La Suite,France,Bourges,Modern Cuisine
Mets et Vins,France,Bourg-en-Bresse,Modern Cuisine
Les Chênes,France,Augerolles,Traditional Cuisine
Le Gavrinis,France,Baden,Modern Cuisine
La Maison de Petit Pierre,France,Béziers,Mediterranean Cuisine
La Table Bâgésienne,France,Bâgé-le-Châtel,Modern Cuisine
Le Strasbourg,France,Bitche,Modern Cuisine
Tentazioni,France,Bordeaux,Italian
Le Pressoir d'Argent - Gordon Ramsay,France,Bordeaux,Modern Cuisine
La Tupina,France,Bordeaux,Traditional Cuisine
L'As de Trèfle,France,Bernières-sur-Mer,Modern Cuisine
Les Impressionnistes - La Ferme Saint-Siméon,France,Honfleur,Modern Cuisine
Lore Ttipia - Auberge Ostape,France,Bidarray,Modern Cuisine
Le Médicis,France,Blois,Modern Cuisine
Le Pressoir de Bacchus,France,Blienschwiller,Modern Cuisine
Le Pavé d'Auge,France,Beuvron-en-Auge,Modern Cuisine
Château de Beaulieu - Christophe Dufossé,France,Busnes,Modern Cuisine
L'Impertinent,France,Biarritz,Creative
Les Rosiers,France,Biarritz,Modern Cuisine
Le Castel Marie-Louise,France,La Baule,Modern Cuisine
L'Entre Deux,France,Biarritz,Modern Cuisine
Gavroche,France,Strasbourg,Modern Cuisine
Au Vieux Moulin,France,Graufthal,Modern Cuisine
Le M,France,Ambert,Modern Cuisine
Anthon,France,Obersteinbach,Modern Cuisine
Auberge Ramstein,France,Scherwiller,Traditional Cuisine
Bürestubel,France,Pfulgriesheim,Alsatian
L'Olivier,France,Munster,Modern Cuisine
Ail des Ours,France,Amiens,Modern Cuisine
Akira Back Paris,France,Paris,Japanese
L'Ambassade,France,Béziers,Modern Cuisine
Auberge des Templiers,France,Boismorand,Modern Cuisine
Auberge du XIIème Siècle,France,Saché,Modern Cuisine
Le Senso,France,Beauvais,Modern Cuisine
Le Beaujolais,France,Belleville-en-Beaujolais,Traditional Cuisine
Ma Cuisine,France,Beaune,Traditional Cuisine
Sormani,France,Paris,Italian
Le Pergolèse,France,Paris,Traditional Cuisine
Racines,France,Paris,Italian
Auberge La Cauquière,France,Le Beausset,Modern Cuisine
La Table de Colette,France,Paris,Modern Cuisine
Maison Medard,France,Boulleret,Modern Cuisine
L'Enoteca,France,Hyères,Modern Cuisine
Ogata,France,Paris,Japanese
Cucina Mutualité,France,Paris,Italian
Terra,France,Paris,Modern Cuisine
Chez Mathilde,France,Maxilly-sur-Léman,Modern Cuisine
L'Œuf de Coq,France,Lavaur,Modern Cuisine
Le Rousseau,France,Le Pont-de-Claix,Modern Cuisine
Loco by Jem's,France,Bordeaux,Modern Cuisine
Une Table à Deux,France,Toulouse,Modern Cuisine
La Table de Michèle,France,Mulhouse,Modern Cuisine
Le Goût du Jour,France,Avignon,Modern Cuisine
Le Fantin Latour - Stéphane Froidevaux,France,Grenoble,Creative
Stéphane Tournié - Les Jardins de l'Opéra,France,Toulouse,Modern Cuisine
Les Sales Gosses,France,Toulouse,Modern Cuisine
Balsamique,France,Wambrechies,Modern Cuisine
L'Ancolie,France,Rochefort-en-Terre,Modern Cuisine
Pur' - Jean-François Rouquette,France,Paris,Modern Cuisine
Septime,France,Paris,Modern Cuisine
Bistrot Augustin,France,Paris,Traditional Cuisine
Aux Plumes,France,Paris,Modern Cuisine
À la Maison,France,Plouguerneau,Modern Cuisine
Michel Sarran,France,Toulouse,Creative
Buerehiesel,France,Strasbourg,Modern Cuisine
Le Bouchon Bourguignon,France,Tournus,Regional Cuisine
Nougier,France,Fursac,Traditional Cuisine
Le Moulin de Ponceau,France,Chartres,Modern Cuisine
Solides,France,Toulouse,Modern Cuisine
Le Jardin Secret,France,La Wantzenau,Modern Cuisine
Le Bistrot du Port,France,Golfe-Juan,Seafood
Maison Bouquet,France,Roanne,Modern Cuisine
L'Empreinte,France,Tarbes,Creative
La Contre Allée,France,Paris,Modern Cuisine
L'Instant Z,France,Le Thou,Modern Cuisine
Nous,France,Montauban,Contemporary
Fleurs d'Olargues,France,Olargues,Modern Cuisine
Qui Plume la Lune,France,Paris,Modern Cuisine
Les Affranchis,France,Paris,Modern Cuisine
La Tour des Sens,France,Tencin,Creative
Charbon Kunitoraya,France,Paris,Yakitori
Mandoobar,France,Paris,Korean
AT,France,Paris,Creative
52 Faubourg St-Denis,France,Paris,Modern Cuisine
La Condesa,France,Paris,Creative
Thaï Spices,France,Paris,Thai
Les Résistants,France,Paris,Modern Cuisine
Le Grand Restaurant - Jean-François Piège,France,Paris,Creative
Rouge Barre,France,Lille,Modern Cuisine
Comice,France,Paris,Modern Cuisine
Le Radis Beurre,France,Paris,Traditional Cuisine
Drouant,France,Paris,Traditional Cuisine
L'Alexandrin,France,Lyon,Modern Cuisine
Espadon,France,Paris,Creative
Loulou,France,Paris,Italian
La Côte Saint-Jacques,France,Joigny,Modern Cuisine
Le Bistrot du Château de Berne,France,Flayosc,Traditional Cuisine
L'Écume Gourmande,France,Cercié,Modern Cuisine
Mon Plaisir,France,Chamesol,Modern Cuisine
Briketenia,France,Guéthary,Modern Cuisine
Éléonore,France,Monpazier,Modern Cuisine
Accents Table Bourse,France,Paris,Modern Cuisine
Clos du Cèdre,France,Beaune,Modern Cuisine
Le Paris,France,Le Touquet-Paris-Plage,Modern Cuisine
L'Atelier Flavien Valère,France,Langon,Modern Cuisine
Confins des Sens,France,Le Grand-Bornand,Modern Cuisine
L'Assiette,France,Paris,Classic Cuisine
La Table du Rouan,France,Gérardmer,Modern Cuisine
Les Pipelettes,France,Pau,Modern Cuisine
Le Sergent Recruteur,France,Paris,Modern Cuisine
Sépia,France,Valras-Plage,Modern Cuisine
Passerini,France,Paris,Italian
Kigawa,France,Paris,Traditional Cuisine
Le Pavillon Bleu,France,Olivet,Modern Cuisine
Guy Savoy,France,Paris,Modern Cuisine
Umami,France,Strasbourg,Modern Cuisine
Le K,France,Montenach,Modern Cuisine
Ciasa Mia,France,Paris,Italian
Lucas Carton,France,Paris,Modern Cuisine
ES,France,Paris,Modern Cuisine
Helen,France,Paris,Seafood
Aux Lyonnais,France,Paris,Lyonnaise
Le Quincy,France,Paris,Traditional Cuisine
L'Atelier de Joël Robuchon - St-Germain,France,Paris,Modern Cuisine
Le Domaine de Saint-Géry,France,Lascabanes,Traditional Cuisine
L'Orangerie,France,Paris,Modern Cuisine
Le George,France,Paris,Italian
Restaurant H,France,Paris,Creative
Clover Grill,France,Paris,Grills
Néva Cuisine,France,Paris,Modern Cuisine
Le Duc,France,Paris,Seafood
Table - Bruno Verjus,France,Paris,Modern Cuisine
Maison Daniel et Julia,France,La Seyne-sur-Mer,Seafood
La Grande Ourse,France,Paris,Modern Cuisine
Jouvence,France,Paris,Modern Cuisine
Auberge Pyrénées Cévennes,France,Paris,Traditional Cuisine
Le Tire Bouchon,France,Lorient,Traditional Cuisine
Le Pré Catelan,France,Paris,Creative
Le Cornichon,France,Paris,Modern Cuisine
Jean Sulpice,France,Talloires-Montmin,Creative
Le Petit Lucas,France,Paris,Traditional Cuisine
La Régalade Saint-Honoré,France,Paris,Traditional Cuisine
L'Arôme,France,Paris,Modern Cuisine
Les Délices d'Aphrodite,France,Paris,Greek
Le CasseNoix,France,Paris,Traditional Cuisine
Le Cinq,France,Paris,Modern Cuisine
Amphitryon,France,Limoges,Modern Cuisine
Château de Rochecotte,France,Saint-Patrice,Modern Cuisine
Château de la Treyne,France,Lacave,Classic Cuisine
Le Petit Saint Thomas,France,La Garnache,Modern Cuisine
La Vieille Forge,France,Kaysersberg,Modern Cuisine
Le Jour du Poisson,France,Saint-Denis-d'Oléron,Seafood
Atmosphère,France,Chamonix-Mont-Blanc,Traditional Cuisine
Jérôme Feck,France,Châlons-en-Champagne,Modern Cuisine
Au Carillon Gourmand,France,Châlons-en-Champagne,Modern Cuisine
Le Collet,France,Col de la Schlucht,Modern Cuisine
L'Atelier des Saveurs by Stéphane Garcia,France,La Colle-sur-Loup,Modern Cuisine
Le Stofflet - Château Colbert,France,Maulévrier,Traditional Cuisine
L'Astrolabe,France,La Rochelle,Fusion
U Licettu,France,Cuttoli,Traditional Cuisine
L'Orée de la Forêt,France,Étouy,Modern Cuisine
Le Vioben,France,Landéda,Seafood
Le Balcon,France,Combeaufontaine,Traditional Cuisine
La Vieille Fontaine,France,Avignon,Modern Cuisine
L'Angle Saint-Laurent,France,Bayeux,Modern Cuisine
La Maison de Celou,France,Châteauneuf-de-Gadagne,Modern Cuisine
Maison de Laveline,France,Ban-de-Laveline,Traditional Cuisine
Relais de l'Abbaye,France,Charlieu,Modern Cuisine
Radio,France,Chamalières,Modern Cuisine
La Table by La Villa,France,Calvi,Modern Cuisine
Le Pily,France,Cherbourg-en-Cotentin,Creative
L'Arbre,France,Gruson,Modern Cuisine
